code,name,Codi Província
260892,Logroño,26
260913,Lumbreras de Cameros,26
260928,Manjarrés,26
260934,Mansilla de la Sierra,26
260949,Manzanares de Rioja,26
260952,Matute,26
260965,Medrano,26
260987,Munilla,26
260990,Murillo de Río Leza,26
261004,Muro de Aguas,26
261011,Muro en Cameros,26
261026,Nájera,26
261032,Nalda,26
261047,Navajún,26
261050,Navarrete,26
261063,Nestares,26
261079,Nieva de Cameros,26
261085,Ocón,26
261098,Ochánduri,26
261102,Ojacastro,26
261119,Ollauri,26
261124,Ortigosa de Cameros,26
261130,Pazuengos,26
261145,Pedroso,26
261158,Pinillos,26
261177,Pradejón,26
261183,Pradillo,26
261196,Préjano,26
261200,Quel,26
261217,Rabanera,26
261222,"Rasillo de Cameros, El",26
261238,"Redal, El",26
261243,Ribafrecha,26
261256,Rincón de Soto,26
261269,Robres del Castillo,26
261275,Rodezno,26
261281,Sajazarra,26
261294,San Asensio,26
261308,San Millán de la Cogolla,26
261315,San Millán de Yécora,26
261320,San Román de Cameros,26
261341,Santa Coloma,26
261354,Santa Engracia del Jubera,26
261367,Santa Eulalia Bajera,26
261389,Santo Domingo de la Calzada,26
261392,San Torcuato,26
261406,Santurde de Rioja,26
261413,Santurdejo,26
261428,San Vicente de la Sonsierra,26
261434,Sojuela,26
261449,Sorzano,26
261452,Sotés,26
261465,Soto en Cameros,26
261471,Terroba,26
261487,Tirgo,26
261490,Tobía,26
261503,Tormantos,26
261510,Torrecilla en Cameros,26
261525,Torrecilla sobre Alesanco,26
261531,Torre en Cameros,26
261546,Torremontalbo,26
261559,Treviana,26
261578,Tricio,26
261584,Tudelilla,26
261601,Uruñuela,26
261618,Valdemadera,26
261623,Valgañón,26
261639,Ventosa,26
261644,Ventrosa,26
261657,Viguera,26
261660,Villalba de Rioja,26
261676,Villalobar de Rioja,26
261682,Villamediana de Iregua,26
261695,Villanueva de Cameros,26
261709,"Villar de Arnedo, El",26
261716,Villar de Torre,26
261721,Villarejo,26
261737,Villarroya,26
261742,Villarta-Quintana,26
261755,Villavelayo,26
261768,Villaverde de Rioja,26
261774,Villoslada de Cameros,26
261780,Viniegra de Abajo,26
261793,Viniegra de Arriba,26
261807,Zarratón,26
261814,Zarzosa,26
261835,Zorraquín,26
270018,Abadín,27
270023,Alfoz,27
270039,Antas de Ulla,27
270044,Baleira,27
270057,Barreiros,27
270060,Becerreá,27
270076,Begonte,27
270082,Bóveda,27
270095,Carballedo,27
270109,Castro de Rei,27
270116,Castroverde,27
270121,Cervantes,27
270137,Cervo,27
270142,"Corgo, O",27
270155,Cospeito,27
270168,Chantada,27
270174,Folgoso do Courel,27
270180,"Fonsagrada, A",27
270193,Foz,27
270207,Friol,27
270214,Xermade,27
270229,Guitiriz,27
270235,Guntín,27
270240,"Incio, O",27
270253,Xove,27
270266,Láncara,27
270272,Lourenzá,27
270288,Lugo,27
270291,Meira,27
270305,Mondoñedo,27
270312,Monforte de Lemos,27
270327,Monterroso,27
270333,Muras,27
270348,Navia de Suarna,27
270351,Negueira de Muñiz,27
270370,"Nogais, As",27
270386,Ourol,27
270399,Outeiro de Rei,27
270403,Palas de Rei,27
270410,Pantón,27
270425,Paradela,27
270431,"Páramo, O",27
270446,"Pastoriza, A",27
270459,Pedrafita do Cebreiro,27
270462,Pol,27
270478,"Pobra do Brollón, A",27
270484,"Pontenova, A",27
270497,Portomarín,27
270500,Quiroga,27
270517,Ribadeo,27
270522,Ribas de Sil,27
270538,Ribeira de Piquín,27
270543,Riotorto,27
270556,Samos,27
270569,Rábade,27
270575,Sarria,27
270581,"Saviñao, O",27
270594,Sober,27
270608,Taboada,27
270615,Trabada,27
270620,Triacastela,27
270636,"Valadouro, O",27
270641,"Vicedo, O",27
270654,Vilalba,27
270667,Viveiro,27
279019,Baralla,27
279024,Burela,27
280014,"Acebeda, La",28
280029,Ajalvir,28
280035,Alameda del Valle,28
280040,"Álamo, El",28
280053,Alcalá de Henares,28
280066,Alcobendas,28
280072,Alcorcón,28
280088,Aldea del Fresno,28
280091,Algete,28
280105,Alpedrete,28
280112,Ambite,28
280127,Anchuelo,28
280133,Aranjuez,28
280148,Arganda del Rey,28
280151,Arroyomolinos,28
280164,"Atazar, El",28
280170,Batres,28
280186,Becerril de la Sierra,28
280199,Belmonte de Tajo,28
280203,Berzosa del Lozoya,28
280210,"Berrueco, El",28
280225,Boadilla del Monte,28
280231,"Boalo, El",28
280246,Braojos,28
280259,Brea de Tajo,28
280262,Brunete,28
280278,Buitrago del Lozoya,28
280284,Bustarviejo,28
280297,Cabanillas de la Sierra,28
280301,"Cabrera, La",28
280318,Cadalso de los Vidrios,28
280323,Camarma de Esteruelas,28
280339,Campo Real,28
280344,Canencia,28
280357,Carabaña,28
280360,Casarrubuelos,28
280376,Cenicientos,28
280382,Cercedilla,28
280395,Cervera de Buitrago,28
280409,Ciempozuelos,28
280416,Cobeña,28
280421,Colmenar del Arroyo,28
280437,Colmenar de Oreja,28
280442,Colmenarejo,28
280455,Colmenar Viejo,28
280468,Collado Mediano,28
280474,Collado Villalba,28
280480,Corpa,28
280493,Coslada,28
280506,Cubas de la Sagra,28
280513,Chapinería,28
280528,Chinchón,28
280534,Daganzo de Arriba,28
280549,"Escorial, El",28
280552,Estremera,28
280565,Fresnedillas de la Oliva,28
280571,Fresno de Torote,28
280587,Fuenlabrada,28
280590,Fuente el Saz de Jarama,28
280604,Fuentidueña de Tajo,28
280611,Galapagar,28
280626,Garganta de los Montes,28
280632,Gargantilla del Lozoya y Pinilla de Buitrago,28
280647,Gascones,28
280650,Getafe,28
280663,Griñón,28
280679,Guadalix de la Sierra,28
280685,Guadarrama,28
280698,"Hiruela, La",28
280702,Horcajo de la Sierra-Aoslos,28
280719,Horcajuelo de la Sierra,28
280724,Hoyo de Manzanares,28
280730,Humanes de Madrid,28
280745,Leganés,28
280758,Loeches,28
280761,Lozoya,28
280783,Madarcos,28
280796,Madrid,28
280800,Majadahonda,28
280822,Manzanares el Real,28
280838,Meco,28
280843,Mejorada del Campo,28
280856,Miraflores de la Sierra,28
280869,"Molar, El",28
280875,"Molinos, Los",28
280881,Montejo de la Sierra,28
280894,Moraleja de Enmedio,28
280908,Moralzarzal,28
280915,Morata de Tajuña,28
280920,Móstoles,28
280936,Navacerrada,28
280941,Navalafuente,28
280954,Navalagamella,28
280967,Navalcarnero,28
280973,Navarredonda y San Mamés,28
280992,Navas del Rey,28
281006,Nuevo Baztán,28
281013,Olmeda de las Fuentes,28
281028,Orusco de Tajuña,28
281049,Paracuellos de Jarama,28
281065,Parla,28
281071,Patones,28
281087,Pedrezuela,28
281090,Pelayos de la Presa,28
281104,Perales de Tajuña,28
281111,Pezuela de las Torres,28
281126,Pinilla del Valle,28
281132,Pinto,28
281147,Piñuécar-Gandullas,28
281150,Pozuelo de Alarcón,28
281163,Pozuelo del Rey,28
281179,Prádena del Rincón,28
281185,Puebla de la Sierra,28
281198,Quijorna,28
281202,Rascafría,28
281219,Redueña,28
281224,Ribatejada,28
281230,Rivas-Vaciamadrid,28
281245,Robledillo de la Jara,28
281258,Robledo de Chavela,28
281261,Robregordo,28
281277,"Rozas de Madrid, Las",28
281283,Rozas de Puerto Real,28
281296,San Agustín del Guadalix,28
281300,San Fernando de Henares,28
281317,San Lorenzo de El Escorial,28
281322,San Martín de la Vega,28
281338,San Martín de Valdeiglesias,28
281343,San Sebastián de los Reyes,28
281356,Santa María de la Alameda,28
281369,Santorcaz,28
281375,"Santos de la Humosa, Los",28
281381,"Serna del Monte, La",28
281408,Serranillos del Valle,28
281415,Sevilla la Nueva,28
281436,Somosierra,28
281441,Soto del Real,28
281454,Talamanca de Jarama,28
281467,Tielmes,28
281473,Titulcia,28
281489,Torrejón de Ardoz,28
281492,Torrejón de la Calzada,28
281505,Torrejón de Velasco,28
281512,Torrelaguna,28
281527,Torrelodones,28
281533,Torremocha de Jarama,28
281548,Torres de la Alameda,28
281551,Valdaracete,28
281564,Valdeavero,28
281570,Valdelaguna,28
281586,Valdemanco,28
281599,Valdemaqueda,28
281603,Valdemorillo,28
281610,Valdemoro,28
281625,Valdeolmos-Alalpardo,28
281631,Valdepiélagos,28
281646,Valdetorres de Jarama,28
281659,Valdilecha,28
281662,Valverde de Alcalá,28
281678,Velilla de San Antonio,28
281684,"Vellón, El",28
281697,Venturada,28
281701,Villaconejos,28
281718,Villa del Prado,28
281723,Villalbilla,28
281739,Villamanrique de Tajo,28
281744,Villamanta,28
281757,Villamantilla,28
281760,Villanueva de la Cañada,28
281776,Villanueva del Pardillo,28
281782,Villanueva de Perales,28
281795,Villar del Olmo,28
281809,Villarejo de Salvanés,28
281816,Villaviciosa de Odón,28
281821,Villavieja del Lozoya,28
281837,Zarzalejo,28
289015,Lozoyuela-Navas-Sieteiglesias,28
289020,Puentes Viejas,28
289036,Tres Cantos,28
290017,Alameda,29
290022,Alcaucín,29
290038,Alfarnate,29
290043,Alfarnatejo,29
290056,Algarrobo,29
290069,Algatocín,29
290075,Alhaurín de la Torre,29
290081,Alhaurín el Grande,29
290094,Almáchar,29
290108,Almargen,29
290115,Almogía,29
290120,Álora,29
290136,Alozaina,29
290141,Alpandeire,29
290154,Antequera,29
290167,Árchez,29
290173,Archidona,29
290189,Ardales,29
290192,Arenas,29
290206,Arriate,29
290213,Atajate,29
290228,Benadalid,29
290234,Benahavís,29
290249,Benalauría,29
290252,Benalmádena,29
290265,Benamargosa,29
290271,Benamocarra,29
290287,Benaoján,29
290290,Benarrabá,29
290304,"Borge, El",29
290311,"Burgo, El",29
290326,Campillos,29
290332,Canillas de Aceituno,29
290347,Canillas de Albaida,29
290350,Cañete la Real,29
290363,Carratraca,29
290379,Cartajima,29
290385,Cártama,29
290398,Casabermeja,29
290402,Casarabonela,29
290419,Casares,29
290424,Coín,29
290430,Colmenar,29
290445,Comares,29
290458,Cómpeta,29
290461,Cortes de la Frontera,29
290477,Cuevas Bajas,29
290483,Cuevas del Becerro,29
290496,Cuevas de San Marcos,29
290509,Cútar,29
290516,Estepona,29
290521,Faraján,29
290537,Frigiliana,29
290542,Fuengirola,29
290555,Fuente de Piedra,29
290568,Gaucín,29
290574,Genalguacil,29
290580,Guaro,29
290593,Humilladero,29
290607,Igualeja,29
290614,Istán,29
290629,Iznate,29
290635,Jimera de Líbar,29
290640,Jubrique,29
290653,Júzcar,29
290666,Macharaviaya,29
290672,Málaga,29
290688,Manilva,29
290691,Marbella,29
290705,Mijas,29
290712,Moclinejo,29
290727,Mollina,29
290733,Monda,29
290748,Montejaque,29
290751,Nerja,29
290764,Ojén,29
290770,Parauta,29
290799,Periana,29
290803,Pizarra,29
290810,Pujerra,29
290825,Rincón de la Victoria,29
290831,Riogordo,29
290846,Ronda,29
290859,Salares,29
290862,Sayalonga,29
290878,Sedella,29
290884,Sierra de Yeguas,29
290897,Teba,29
290901,Tolox,29
290918,Torrox,29
290923,Totalán,29
290939,Valle de Abdalajís,29
290944,Vélez-Málaga,29
290957,Villanueva de Algaidas,29
290960,Villanueva del Rosario,29
290976,Villanueva del Trabuco,29
290982,Villanueva de Tapia,29
290995,Viñuela,29
291009,Yunquera,29
299018,Torremolinos,29
299023,Villanueva de la Concepción,29
299039,Montecorto,29
299044,Serrato,29
300011,Abanilla,30
300026,Abarán,30
300032,Águilas,30
300047,Albudeite,30
300050,Alcantarilla,30
300063,Aledo,30
300079,Alguazas,30
300085,Alhama de Murcia,30
300098,Archena,30
300102,Beniel,30
300119,Blanca,30
300124,Bullas,30
300130,Calasparra,30
300145,Campos del Río,30
300158,Caravaca de la Cruz,30
300161,Cartagena,30
300177,Cehegín,30
300183,Ceutí,30
300196,Cieza,30
300200,Fortuna,30
300217,Fuente Álamo de Murcia,30
300222,Jumilla,30
300238,Librilla,30
300243,Lorca,30
300256,Lorquí,30
300269,Mazarrón,30
300275,Molina de Segura,30
300281,Moratalla,30
300294,Mula,30
300308,Murcia,30
300315,Ojós,30
300320,Pliego,30
300336,Puerto Lumbreras,30
300341,Ricote,30
300354,San Javier,30
300367,San Pedro del Pinatar,30
300373,Torre-Pacheco,30
300389,"Torres de Cotillas, Las",30
300392,Totana,30
300406,Ulea,30
300413,"Unión, La",30
300428,Villanueva del Río Segura,30
300434,Yecla,30
309012,Santomera,30
309027,"Alcázares, Los",30
310018,Abáigar,31
310023,Abárzuza/Abartzuza,31
310039,Abaurregaina/Abaurrea Alta,31
310044,Abaurrepea/Abaurrea Baja,31
310057,Aberin,31
310060,Ablitas,31
310076,Adiós,31
310082,Aguilar de Codés,31
310095,Aibar/Oibar,31
310109,Altsasu/Alsasua,31
310116,Allín/Allin,31
310121,Allo,31
310137,Améscoa Baja,31
310142,Ancín/Antzin,31
310155,Andosilla,31
310168,Ansoáin/Antsoain,31
310174,Anue,31
310180,Añorbe,31
310193,Aoiz/Agoitz,31
310207,Araitz,31
310214,Aranarache/Aranaratxe,31
310229,Arantza,31
310235,Aranguren,31
310240,Arano,31
310253,Arakil,31
310266,Aras,31
310272,Arbizu,31
310288,Arce/Artzi,31
310291,"Arcos, Los",31
310305,Arellano,31
310312,Areso,31
310327,Arguedas,31
310333,Aria,31
310348,Aribe,31
310351,Armañanzas,31
310364,Arróniz,31
310370,Arruazu,31
310386,Artajona,31
310399,Artazu,31
310403,Atetz,31
310410,Ayegui/Aiegi,31
310425,Azagra,31
310431,Azuelo,31
310446,Bakaiku,31
310459,Barásoain,31
310462,Barbarin,31
310478,Bargota,31
310484,Barillas,31
310497,Basaburua,31
310500,Baztan,31
310517,Beire,31
310522,Belascoáin,31
310538,Berbinzana,31
310543,Bertizarana,31
310556,Betelu,31
310569,Biurrun-Olcoz,31
310575,Buñuel,31
310581,Auritz/Burguete,31
310594,Burgui/Burgi,31
310608,Burlada/Burlata,31
310615,"Busto, El",31
310620,Cabanillas,31
310636,Cabredo,31
310641,Cadreita,31
310654,Caparroso,31
310667,Cárcar,31
310673,Carcastillo,31
310689,Cascante,31
310692,Cáseda,31
310706,Castejón,31
310713,Castillonuevo/Gazteluberri,31
310728,Cintruénigo,31
310734,Ziordia,31
310749,Cirauqui/Zirauki,31
310752,Ciriza/Ziritza,31
310765,Cizur,31
310771,Corella,31
310787,Cortes,31
310790,Desojo,31
310804,Dicastillo,31
310811,Donamaria,31
310826,Etxalar,31
310832,Echarri/Etxarri,31
310847,Etxarri Aranatz,31
310850,Etxauri,31
310863,Valle de Egüés/Eguesibar,31
310879,Elgorriaga,31
310885,Valle de Elorz/Elortzibar,31
310898,Enériz/Eneritz,31
310902,Eratsun,31
310919,Ergoiena,31
310924,Erro,31
310930,Ezcároz/Ezkaroze,31
310945,Eslava,31
310958,Esparza de Salazar/Espartza Zaraitzu,31
310961,Espronceda,31
310977,Estella-Lizarra,31
310983,Esteribar,31
310996,Etayo,31
311000,Eulate,31
311017,Ezcabarte,31
311022,Ezkurra,31
311038,Ezprogui,31
311043,Falces,31
311056,Fitero,31
311069,Fontellas,31
311075,Funes,31
311081,Fustiñana,31
311094,Galar,31
311108,Gallipienzo/Galipentzu,31
311115,Gallués/Galoze,31
311120,Garaioa,31
311136,Garde,31
311141,Garínoain,31
311154,Garralda,31
311167,Genevilla,31
311173,Goizueta,31
311189,Val de Goñi/Goñerri,31
311192,Güesa/Gorza,31
311206,Guesálaz/Gesalatz,31
311213,Guirguillano,31
311228,Huarte/Uharte,31
311234,Uharte Arakil,31
311249,Ibargoiti,31
311252,Igúzquiza,31
311265,Imotz,31
311271,Irañeta,31
311287,Isaba/Izaba,31
311290,Ituren,31
311304,Iturmendi,31
311311,Iza/Itza,31
311326,Izagaondoa,31
311332,Izalzu/Itzaltzu,31
311347,Jaurrieta,31
311350,Javier,31
311363,Juslapeña/Txulapain,31
311379,Beintza-Labaien,31
311385,Lakuntza,31
311398,Lana,31
311402,Lantz,31
311419,Lapoblación,31
311424,Larraga,31
311430,Larraona,31
311445,Larraun,31
311458,Lazagurría,31
311461,Leache/Leatxe,31
311477,Legarda,31
311483,Legaria,31
311496,Leitza,31
311509,Leoz/Leotz,31
311516,Lerga,31
311521,Lerín,31
311537,Lesaka,31
311542,Lezaun,31
311555,Liédena,31
311568,Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,31
311574,Lodosa,31
311580,Lónguida/Longida,31
311593,Lumbier,31
311607,Luquin,31
311614,Mañeru,31
311629,Marañón,31
311635,Marcilla,31
311640,Mélida,31
311653,Mendavia,31
311666,Mendaza,31
311672,Mendigorria,31
311688,Metauten,31
311691,Milagro,31
311705,Mirafuentes,31
311712,Miranda de Arga,31
311727,Monreal/Elo,31
311733,Monteagudo,31
311748,Morentin,31
311751,Mues,31
311764,Murchante,31
311770,Murieta,31
311786,Murillo el Cuende,31
311799,Murillo el Fruto,31
311803,Muruzábal,31
311810,Navascués/Nabaskoze,31
311825,Nazar,31
311831,Obanos,31
311846,Oco,31
311859,Ochagavía/Otsagabia,31
311862,Odieta,31
311878,Oiz,31
311884,Olaibar,31
311897,Olazti/Olazagutía,31
311901,Olejua,31
311918,Olite/Erriberri,31
311923,Olóriz/Oloritz,31
311939,Cendea de Olza/Oltza Zendea,31
311944,Valle de Ollo/Ollaran,31
311957,Orbaizeta,31
311960,Orbara,31
311976,Orísoain,31
311982,Oronz/Orontze,31
311995,Oroz-Betelu/Orotz-Betelu,31
312009,Oteiza,31
312016,Pamplona/Iruña,31
312021,Peralta/Azkoien,31
312037,Petilla de Aragón,31
312042,Piedramillera,31
312055,Pitillas,31
312068,Puente la Reina/Gares,31
312074,Pueyo/Puiu,31
312080,Ribaforada,31
312093,Romanzado/Erromantzatua,31
312107,Roncal/Erronkari,31
312114,Orreaga/Roncesvalles,31
312129,Sada,31
312135,Saldías,31
312140,Salinas de Oro/Jaitz,31
312153,San Adrián,31
312166,Sangüesa/Zangoza,31
312172,San Martín de Unx,31
312191,Sansol,31
312205,Santacara,31
312212,Doneztebe/Santesteban,31
312227,Sarriés/Sartze,31
312233,Sartaguda,31
312248,Sesma,31
312251,Sorlada,31
312264,Sunbilla,31
312270,Tafalla,31
312286,Tiebas-Muruarte de Reta,31
312299,Tirapu,31
312303,Torralba del Río,31
312310,Torres del Río,31
312325,Tudela,31
312331,Tulebras,31
312346,Ucar,31
312359,Ujué/Uxue,31
312362,Ultzama,31
312378,Unciti,31
312384,Unzué/Untzue,31
312397,Urdazubi/Urdax,31
312401,Urdiain,31
312418,Urraul Alto,31
312423,Urraul Bajo,31
312439,Urroz-Villa,31
312444,Urroz,31
312457,Urzainqui/Urzainki,31
312460,Uterga,31
312476,Uztárroz/Uztarroze,31
312482,Luzaide/Valcarlos,31
312495,Valtierra,31
312508,Bera,31
312515,Viana,31
312520,Vidángoz/Bidankoze,31
312536,Bidaurreta,31
312541,Villafranca,31
312554,Villamayor de Monjardín,31
312567,Hiriberri/Villanueva de Aezkoa,31
312573,Villatuerta,31
312589,Villava/Atarrabia,31
312592,Igantzi,31
312606,Valle de Yerri/Deierri,31
312613,Yesa,31
312628,Zabalza/Zabaltza,31
312634,Zubieta,31
312649,Zugarramurdi,31
312652,Zúñiga,31
319019,Barañáin/Barañain,31
319024,Berrioplano/Berriobeiti,31
319030,Berriozar,31
319045,Irurtzun,31
319058,Beriáin,31
319061,Orkoien,31
319077,Zizur Mayor/Zizur Nagusia,31
319083,Lekunberri,31
320013,Allariz,32
320028,Amoeiro,32
320034,"Arnoia, A",32
320049,Avión,32
320052,Baltar,32
320065,Bande,32
320071,Baños de Molgas,32
320087,Barbadás,32
320090,"Barco de Valdeorras, O",32
320104,Beade,32
320111,Beariz,32
320126,"Blancos, Os",32
320132,Boborás,32
320147,"Bola, A",32
320150,"Bolo, O",32
320163,Calvos de Randín,32
320179,Carballeda de Valdeorras,32
320185,Carballeda de Avia,32
320198,"Carballiño, O",32
320202,Cartelle,32
320219,Castrelo do Val,32
320224,Castrelo de Miño,32
320230,Castro Caldelas,32
320245,Celanova,32
320258,Cenlle,32
320261,Coles,32
320277,Cortegada,32
320283,Cualedro,32
320296,Chandrexa de Queixa,32
320300,Entrimo,32
320317,Esgos,32
320322,Xinzo de Limia,32
320338,Gomesende,32
320343,"Gudiña, A",32
320356,"Irixo, O",32
320369,Xunqueira de Ambía,32
320375,Xunqueira de Espadanedo,32
320381,Larouco,32
320394,Laza,32
320408,Leiro,32
320415,Lobeira,32
320420,Lobios,32
320436,Maceda,32
320441,Manzaneda,32
320454,Maside,32
320467,Melón,32
320473,"Merca, A",32
320489,"Mezquita, A",32
320492,Montederramo,32
320505,Monterrei,32
320512,Muíños,32
320527,Nogueira de Ramuín,32
320533,Oímbra,32
320548,Ourense,32
320551,Paderne de Allariz,32
320564,Padrenda,32
320570,Parada de Sil,32
320586,"Pereiro de Aguiar, O",32
320599,"Peroxa, A",32
320603,Petín,32
320610,Piñor,32
320625,Porqueira,32
320631,"Pobra de Trives, A",32
320646,Pontedeva,32
320659,Punxín,32
320662,Quintela de Leirado,32
320678,Rairiz de Veiga,32
320684,Ramirás,32
320697,Ribadavia,32
320701,San Xoán de Río,32
320718,Riós,32
320723,"Rúa, A",32
320739,Rubiá,32
320744,San Amaro,32
320757,San Cibrao das Viñas,32
320760,San Cristovo de Cea,32
320776,Sandiás,32
320782,Sarreaus,32
320795,Taboadela,32
320809,"Teixeira, A",32
320816,Toén,32
320821,Trasmiras,32
320837,"Veiga, A",32
320842,Verea,32
320855,Verín,32
320868,Viana do Bolo,32
320874,Vilamarín,32
320880,Vilamartín de Valdeorras,32
320893,Vilar de Barrio,32
320907,Vilar de Santos,32
320914,Vilardevós,32
320929,Vilariño de Conso,32
330019,Allande,33
330024,Aller,33
330030,Amieva,33
330045,Avilés,33
330058,Belmonte de Miranda,33
330061,Bimenes,33
330077,Boal,33
330083,Cabrales,33
330096,Cabranes,33
330100,Candamo,33
330117,Cangas del Narcea,33
330122,Cangas de Onís,33
330138,Caravia,33
330143,Carreño,33
330156,Caso,33
330169,Castrillón,33
330175,Castropol,33
330181,Coaña,33
330194,Colunga,33
330208,Corvera de Asturias,33
330215,Cudillero,33
330220,Degaña,33
330236,"Franco, El",33
330241,Gijón,33
330254,Gozón,33
330267,Grado,33
330273,Grandas de Salime,33
330289,Ibias,33
330292,Illano,33
330306,Illas,33
330313,Langreo,33
330328,Laviana,33
330334,Lena,33
330349,Valdés,33
330352,Llanera,33
330365,Llanes,33
330371,Mieres,33
330387,Morcín,33
330390,Muros de Nalón,33
330404,Nava,33
330411,Navia,33
330426,Noreña,33
330432,Onís,33
330447,Oviedo,33
330450,Parres,33
330463,Peñamellera Alta,33
330479,Peñamellera Baja,33
330485,Pesoz,33
330498,Piloña,33
330501,Ponga,33
330518,Pravia,33
330523,Proaza,33
330539,Quirós,33
330544,"Regueras, Las",33
330557,Ribadedeva,33
330560,Ribadesella,33
330576,Ribera de Arriba,33
330582,Riosa,33
330595,Salas,33
330609,San Martín del Rey Aurelio,33
330616,San Martín de Oscos,33
330621,Santa Eulalia de Oscos,33
330637,San Tirso de Abres,33
330642,Santo Adriano,33
330655,Sariego,33
330668,Siero,33
330674,Sobrescobio,33
330680,Somiedo,33
330693,Soto del Barco,33
330707,Tapia de Casariego,33
330714,Taramundi,33
330729,Teverga,33
330735,Tineo,33
330740,Vegadeo,33
330753,Villanueva de Oscos,33
330766,Villaviciosa,33
330772,Villayón,33
330788,Yernes y Tameza,33
340014,Abarca de Campos,34
340035,Abia de las Torres,34
340040,Aguilar de Campoo,34
340053,Alar del Rey,34
340066,Alba de Cerrato,34
340091,Amayuelas de Arriba,34
340105,Ampudia,34
340112,Amusco,34
340127,Antigüedad,34
340151,Arconada,34
340170,Astudillo,34
340186,Autilla del Pino,34
340199,Autillo de Campos,34
340203,Ayuela,34
340225,Baltanás,34
340231,Venta de Baños,34
340246,Baquerín de Campos,34
340259,Bárcena de Campos,34
340278,Barruelo de Santullán,34
340284,Báscones de Ojeda,34
340297,Becerril de Campos,34
340318,Belmonte de Campos,34
340323,Berzosilla,34
340339,Boada de Campos,34
340344,Boadilla del Camino,34
340357,Boadilla de Rioseco,34
340360,Brañosera,34
340376,Buenavista de Valdavia,34
340382,Bustillo de la Vega,34
340395,Bustillo del Páramo de Carrión,34
340416,Calahorra de Boedo,34
340421,Calzada de los Molinos,34
340455,Capillas,34
340468,Cardeñosa de Volpejera,34
340474,Carrión de los Condes,34
340480,Castil de Vela,34
340493,Castrejón de la Peña,34
340506,Castrillo de Don Juan,34
340513,Castrillo de Onielo,34
340528,Castrillo de Villavega,34
340534,Castromocho,34
340552,Cervatos de la Cueza,34
340565,Cervera de Pisuerga,34
340571,Cevico de la Torre,34
340587,Cevico Navero,34
340590,Cisneros,34
340604,Cobos de Cerrato,34
340611,Collazos de Boedo,34
340626,Congosto de Valdavia,34
340632,Cordovilla la Real,34
340663,Cubillas de Cerrato,34
340679,Dehesa de Montejo,34
340685,Dehesa de Romanos,34
340698,Dueñas,34
340702,Espinosa de Cerrato,34
340719,Espinosa de Villagonzalo,34
340724,Frechilla,34
340730,Fresno del Río,34
340745,Frómista,34
340761,Fuentes de Nava,34
340777,Fuentes de Valdepero,34
340796,Grijota,34
340800,Guardo,34
340817,Guaza de Campos,34
340822,Hérmedes de Cerrato,34
340838,Herrera de Pisuerga,34
340843,Herrera de Valdecañas,34
340869,Hontoria de Cerrato,34
340875,Hornillos de Cerrato,34
340881,Husillos,34
340894,Itero de la Vega,34
340915,Lagartos,34
340920,Lantadilla,34
340936,"Vid de Ojeda, La",34
340941,Ledigos,34
340967,Lomas,34
340989,Magaz de Pisuerga,34
340992,Manquillos,34
341006,Mantinos,34
341013,Marcilla de Campos,34
341028,Mazariegos,34
341034,Mazuecos de Valdeginate,34
341049,Melgar de Yuso,34
341065,Meneses de Campos,34
341071,Micieces de Ojeda,34
341087,Monzón de Campos,34
341090,Moratinos,34
341104,Mudá,34
341126,Nogal de las Huertas,34
341132,Olea de Boedo,34
341147,Olmos de Ojeda,34
341163,Osornillo,34
341202,Palencia,34
341219,Palenzuela,34
341224,Páramo de Boedo,34
341230,Paredes de Nava,34
341245,Payo de Ojeda,34
341258,Pedraza de Campos,34
341261,Pedrosa de la Vega,34
341277,Perales,34
341296,Pino del Río,34
341300,Piña de Campos,34
341317,Población de Arroyo,34
341322,Población de Campos,34
341338,Población de Cerrato,34
341343,Polentinos,34
341356,Pomar de Valdivia,34
341369,Poza de la Vega,34
341375,Pozo de Urama,34
341394,Prádanos de Ojeda,34
341408,"Puebla de Valdavia, La",34
341415,Quintana del Puente,34
341436,Quintanilla de Onsoña,34
341467,Reinoso de Cerrato,34
341473,Renedo de la Vega,34
341492,Requena de Campos,34
341512,Respenda de la Peña,34
341527,Revenga de Campos,34
341548,Revilla de Collazos,34
341551,Ribas de Campos,34
341564,Riberos de la Cueza,34
341570,Saldaña,34
341586,Salinas de Pisuerga,34
341599,San Cebrián de Campos,34
341603,San Cebrián de Mudá,34
341610,San Cristóbal de Boedo,34
341631,San Mamés de Campos,34
341659,San Román de la Cuba,34
341678,Santa Cecilia del Alcor,34
341684,Santa Cruz de Boedo,34
341697,Santervás de la Vega,34
341701,Santibáñez de Ecla,34
341718,Santibáñez de la Peña,34
341744,Santoyo,34
341757,"Serna, La",34
341760,Sotobañado y Priorato,34
341776,Soto de Cerrato,34
341782,Tabanera de Cerrato,34
341795,Tabanera de Valdavia,34
341809,Támara de Campos,34
341816,Tariego de Cerrato,34
341821,Torquemada,34
341842,Torremormojón,34
341855,Triollo,34
341868,Valbuena de Pisuerga,34
341893,Valdeolmillos,34
341907,Valderrábano,34
341929,Valde-Ucieza,34
341966,Valle de Cerrato,34
341991,Velilla del Río Carrión,34
342012,Vertavillo,34
342027,Villabasta de Valdavia,34
342048,Villacidaler,34
342051,Villaconancio,34
342064,Villada,34
342086,Villaeles de Valdavia,34
